中央机构,地市级政府,区县级政府,乡镇级政府,村委会,居委会,街道办,公安机关,公证处,法院,司法局,检察院,消防局,工商局,税务局,财政局,民政局,交管局,电信局,测绘院/勘测院/规划院,海关,"委,办,局",档案馆,产权交易中心,涉外机构,驻地机构,党派团体,福利机构
,深圳市交通工程造价管理站,深圳市烟草专卖局罗湖分局,龙岗区人大常委会坪地街道工作委员会,,,,龙岗公安分局布吉派出所居住证受理点,,,,,,,,,,,,,,南湖街道罗湖汝南综合治理办公室,,,,,福田街道福山社区残疾人联合协会,
,深圳市政府投资项目评审中心,深圳市南山区建筑工务局,龙岗区平坪地镇预防保健所,,,,罗岗派出所茂业城治安办户籍管理室,,,,,,,,,,,,,,南湖街道建中社区劳动和社会保障服务窗口,,,,,妇女维权工作站,
,深圳市监督局,深圳市物价局宝安分局,龙岗区人大常委会横岗街道工作委员会,,,,劳动社区警务室,,,,,,,,,,,,,,南湖街道建中社区人民调解委员会,,,,,福永街道稔田社区关心下一代工作委员会,
,深圳市规划土地监察支队第二机动大队,深圳市宝安区人大代表联络站,龙华镇处理历史遗留违法私房及生产经营性违法建筑办公室,,,,龙华街道三联社区警务室,,,,,,,,,,,,,,南湖街道办事处向西居民委员会人民调解委员会,,,,,福永街道爱国卫生运动委员会办公室,
,深圳市防洪设施管理处(新洲路),深圳市南山区民政局,龙华街道企业退休人员社会化管理办公室,,,,龙华交警中队,,,,,,,,,,,,,,南园街道南华社区社会保障服务窗口,,,,,福永街道计划生育协会,
,深圳市水务工程建设管理中心,深圳市南山区劳动局,龙华街道劳动争议调解中心,,,,龙塘社区警务室,,,,,,,,,,,,,,南园街道园西社区人民调解委员会,,,,,福永街道办抗美援朝志愿军老战士联谊会,
,深圳市道桥管理处,深圳市交通运输委员会南山区行政业务窗口,龙华镇人民政府,,,,楼村派出所,,,,,,,,,,,,,,南园街道沙埔头社区人民调解委员会,,,,,福永街道归国华侨联合会,
,深圳市固定资产投资项目建筑领域循环经济产品(技术)推广导向目录申报受理处,深圳市数据通信局南山数据通信服务部,龙华街道工作人大常委会,,,,龙城派出所第三工业区警务室,,,,,,,,,,,,,,南园街道锦龙社区劳动保障窗口,,,,,福保街道新港社区老年人协会,
,深圳市防汛防旱防风指挥部,深圳市交通运输委员会南山区行政业务窗口,龙岗区布吉街道劳动服务中心,,,,乐群社区警务室,,,,,,,,,,,,,,南园街道南华社区人民调解委员会,,,,,福保街道新港社区科协,
,深圳市科技开发交流中心,深圳市物价局福田分局,龙华街道办安全管理委员会办公室,,,,龙珠社区警务室,,,,,,,,,,,,,,南园街道巴登社区计划生育委员会,,,,,福田区计划生育协会,
,深圳海关缉私局海上缉私处,深圳市烟草专卖局福田分局,龙华镇处理历史遗留违法私房及生产经营性违法建筑办公室,,,,莲塘派出所(莲塘路),,,,,,,,,,,,,,南园街道巴登社区人民调解委员会,,,,,福田区福保街道新港社区居委会计生协,
,深圳海关监管场所,深圳市防洪设施管理处福田排涝站,龙华街道劳动争议调解中心,,,,六约派出所户证室,,,,,,,,,,,,,,南湾街道面岭村社区工作站,,,,,福田区妇联,
,深圳市玉龙坑固体废弃综合利用中心,深圳市盐田区政府采购中心,龙华街道企业退休人员社会化管理办公室,,,,楼村派出所,,,,,,,,,,,,,,南龙社区劳动和社会保障窗口,,,,,福田区福保街道新港社区居委会计生协,
,深圳特区管理线新田仔工作口,深圳市路灯管理处盐田工区,龙岗区城市管理行政执法局平湖街道执法队,,,,龙岗区公安分局,,,,,,,,,,,,,,南湾街道康乐社区人民调解委员会,,,,,福强社区捐助接收工作点,
,深圳市前海地区开发建设指挥部办公室,深圳市盐田道桥管理所,龙岗区坑梓街道劳动服务中心,,,,罗岗派出所,,,,,,,,,,,,,,南湾街道南龙社区人口与计划生育办公室,,,,,福强社区老年人协会,
,深圳市农作物良种引进中心,深圳市盐田区劳动就业管理办公室,龙岗区龙城街道劳动管理站,,,,李朗派出所,,,,,,,,,,,,,,南湾街道南龙社区居民委员会治安保卫委员会,,,,,福强社区计划生育协会,
,深圳船舶检验局,深圳市盐田区健康教育所,龙岗区人大常委会横岗街道工作委员会,,,,六约派出所户证室,,,,,,,,,,,,,,南湾街道康乐社区人口与计划生育办公室,,,,,福田区上步工业区业主委员会,
,深圳市拥政爱民工作领导小组办公室,深圳市盐田区劳动信访办公室,龙岗区人大常委会龙城街道工作委员会,,,,龙岗派出所(龙园路),,,,,,,,,,,,,,南湾街道南龙社区居民委员会计划生育委员会,,,,,福田区华富街道办事处莲花三村社区残疾人协会,
,深圳国际能源与环境技术促进中心,深圳市盐田区施工安全监督站,龙城街道办事处市政服务中心,,,,龙华交警中队,,,,,,,,,,,,,,南三社区劳动保障窗口,,,,,福华社区计划生育协会,
,深圳国际能源与环境技术促进中心,深圳市盐田区工程质量监督检验站,龙岗街道城市化土地转制工作领导小组办公室,,,,罗湖公安局出入境接待大厅,,,,,,,,,,,,,,南湾街道宝岭社区人口与计划生育办公室,,,,,福华社区计生协,
,深圳市政府,深圳市交通运输委员会南山区行政业务窗口,龙岗区龙城街道城市更新办公室,,,,罗湖公安分局嘉南社区警务室,,,,,,,,,,,,,,南湾街道宝岭社区人民调解委员会,,,,,福强社区工会工作委员会,
,深圳市文化产业发展办公室,深圳市福田区人大常委会,龙城街道办事处文体服务中心,,,,莲花治安联防大队莲花山中队,,,,,,,,,,,,,,南山区建筑工务局,,,,,福华社区科协,
,深圳技术服务站,深圳市数据通信局南山数据通信服务部,龙岗区城市管理行政执法局龙城执法队,,,,莲塘派出所(莲塘路),,,,,,,,,,,,,,南山区建筑工务局,,,,,福田区个体劳动者协会福田分会,
,深圳市气象局(气象路),深圳市福田区辖区企业服务中心,龙城街道办事处,,,,梅京社区警务室,,,,,,,,,,,,,,南山区建筑工务局,,,,,凤凰会文化精英俱乐部,
,深圳市城市绿化管理处第四管理所,深圳市房地产权登记中心宝安登记点,龙岗区地政监察大队龙城分队,,,,梅林派出所龙尾社区警务室,,,,,,,,,,,,,,南山区安全生产监督管理局宣教中心,,,,,福田区福田街道老年协会,
,深圳市港口建设费西部征收站,深圳市物价局宝安分局,龙岗区公路局平湖公路管理所,,,,梅岭社区警务室,,,,,,,,,,,,,,南园街道园西社区劳动保障窗口,,,,,福永街道爱国卫生运动委员会办公室,
,深圳技术服务站,深圳市宝安区史志办公室,龙岗区公路局平湖公路管理所,,,,马头山社区警务室,,,,,,,,,,,,,,南山区蛇口街道劳动保障事务所,,,,,福华社区计生协,
,深圳市第二次全国农业普查领导小组办公室,深圳国税罗湖办税服务厅,龙岗区公路局平湖公路管理所,,,,妈湾派出所,,,,,,,,,,,,,,泥岗出租屋管理服务中心,,,,,福民社区科协,
,深圳市劳动竞赛委员会办公室,深圳市南山区劳动局,龙岗区公路局平湖公路管理所,,,,民新派出所,,,,,,,,,,,,,,鹏兴社区综治办,,,,,福民社区残联,
,深圳市科技创业中心,深圳市宝安区人大代表联络站,龙岗区公路局平湖公路管理所,,,,民新派出所,,,,,,,,,,,,,,平湖街道计划生育管理办公室,,,,,福民社区计生协,
,深圳出入境检验检疫局产地证签证处,深圳市罗湖区物价检查所,龙岗区公路局平湖公路管理所,,,,妈湾派出所,,,,,,,,,,,,,,侨社小区外来人口管理办公室,,,,,福田区个体劳动者协会皇岗分会,
,深圳市国土资源和房产管理局直属分局,深圳市南山区编委办,龙岗区公路局平湖公路管理所,,,,民新派出所,,,,,,,,,,,,,,全国健康扶贫深圳组委会,,,,,福永街道计划生育协会,
,深圳市社会捐助接收管理服务中心(新闻大厦),深圳市南山区台办,龙岗区公路局坪山公路管理局,,,,南山公安分局招商派出所办公楼,,,,,,,,,,,,,,茜坑新村小组办公室,,,,,福田区体育总会梅林街道分会,
,深圳市技术市场促进中心,深圳市南山区区直机关党工委,龙岗区公路局坪山公路管理局,,,,南山区同乐治安联防队,,,,,,,,,,,,,,桥头防火办公室,,,,,福永街道爱国卫生运动委员会办公室,
,深圳市同富裕工程办公室,深圳市社会保险基金管理局罗湖分局,龙岗区布吉街道工作人大常委会,,,,南山公安分局警务室,,,,,,,,,,,,,,清洗设备专业委员会,,,,,福华社区计划生育协会,
,深圳市机关事务管理局,深圳市路灯管理处罗湖工区,龙岗区公路局平湖公路管理所,,,,南山派出所北头居委会社会治安综合治理办公室,,,,,,,,,,,,,,全国高科技质量监督促进工作深圳委员会,,,,,福田区园岭街道归国华侨联合会,
,深圳市对口扶持工作领导小组办公室,深圳市道桥维修中心罗湖工区,龙岗区坪地镇中心经济联合社,,,,南山公安分局机动训练大队夜狼突击队,,,,,,,,,,,,,,人民调解委员会观澜街道社会矛盾调解中心,,,,,福田区八卦岭五区业主委员会,
,深圳市查处违法建筑领导小组办公室,深圳市罗湖区政府,龙岗区平坪地镇预防保健所,,,,南山公安分局巡警大队,,,,,,,,,,,,,,荣昌办事处,,,,,福田区爱护动物协会,
,深圳出入境检验检疫局产地证签证处,深圳市南山区民政局,龙岗区坪地卫生监督所,,,,南头派出所(关口一路),,,,,,,,,,,,,,深圳市盐务局南山分局,,,,,福强社区工会工作委员会,
,深圳市文档服务中心,深圳市南山区民族宗教局,龙华镇人民政府,,,,南园社区警备室,,,,,,,,,,,,,,深圳市规划局宝安分局,,,,,福永街道退(离)休教师协会工作小组,
,深圳市深台经济文化交流服务中心,深圳市宝安区人大代表联络站,龙华街道城市建设办公室,,,,南山交警大队第二扣车场,,,,,,,,,,,,,,深圳市南山区发改局,,,,,福永街道老年人体育协会,
,深圳市无线电管理办公室,深圳市交通运输行政执法支队龙岗大队,龙华街道普及法律常识领导小组办公室,,,,南山公安分局特巡中队,,,,,,,,,,,,,,深圳市南山区劳动局信访科,,,,,翻身村社区关心下一代工作委员会,
,深圳市卫生局,深圳市南山区财务管理中心,龙华街道工作人大常委会,,,,南山公安分局,,,,,,,,,,,,,,深圳市南山区市政管理所道桥养护基地,,,,,富源实业集团公司工会委员会,
,深圳市公路局,深圳市南山区信息办,龙岗区人大常委会平湖街道工会委员会,,,,南山公安分局户证业务受理大厅,,,,,,,,,,,,,,深圳市南山区劳动局服务大厅,,,,,富源实业集团公司工业区工会联合会,
,深圳市国家司法考试办公室,深圳市南山区组织人事信息中心,龙城街道办事处环境保护管理所,,,,南山公交派出所,,,,,,,,,,,,,,深圳市南山区反渎职侵权局,,,,,福强社区科学技术协会,
,深圳市中小企业服务中心,深圳市南山区计划生育局,龙岗区坪地街道劳动保障事务所,,,,南山巡警大队三中队,,,,,,,,,,,,,,深圳市市场监督管理局南山分局注册科,,,,,福田区消费者委员会福田监督站,
,深圳市人大常委会,深圳市南山区集体资产管理办,龙岗区人大常委会坪地街道工作委员会,,,,南山公安分局巡警大队八中队,,,,,,,,,,,,,,深圳市南山区劳动局培训科,,,,,福强社区残疾人联合协会,
,深圳市股份合作经济组织联合会,深圳市南山区环境保护局(桃园路),龙岗区公路局坪山公路管理局,,,,南山派出所户政室,,,,,,,,,,,,,,深圳市南山区城市管理行政执法局案件审理科,,,,,福田区个体劳动者协会园岭分会,
,深圳市查处违法建筑领导小组办公室,深圳市南山区经济贸易局,龙岗区布吉街道工作人大常委会,,,,南山公安分局蛇口派出所,,,,,,,,,,,,,,深圳市南山区国有资产监督管理委员会,,,,,福田区消费者委员会园岭监督站,
,深圳市交通局(育星苑东南),深圳市南山区贸发局,龙岗区人大常委会坪山街道工作委员会,,,,南湖街道办事处海关居委会居民义务治安联防队部,,,,,,,,,,,,,,深圳市南山区劳动局法制科,,,,,福田区消费者委员会福田监督站,
,深圳市种子管理站,深圳市南山区文物管理办公室,龙城街道流动人口和出租屋综合管理处,,,,南湖保安大队人民南中队,,,,,,,,,,,,,,深圳大学清理违法建筑工作领导小组办公室,,,,,福田区个体劳动者协会香蜜湖分会,
,深圳市建设安全文明小区领导小组办公室,深圳市南山区发展计划局,罗湖区城管行政执法局东门执法队,,,,南湖派出所向西大厦创建安全文明小区办公室,,,,,,,,,,,,,,深圳市物价局南山分局,,,,,福田区个体劳动者协会香蜜湖分会,
,深圳市外商投资局,深圳市南山区机关事务管理局,龙岗区人大常委会龙岗街道工作委员会,,,,南湖街道办事处向西社区居民委员会治安保卫委员会,,,,,,,,,,,,,,深圳市节能专家委员会,,,,,福田区妇联梅林阳光家庭综合服务中心,
,深圳海关国际快件监管中心报关大厅,深圳市南山区旧城改造办公室,龙岗镇处理历史遗留违法建筑领导小组办公室,,,,南湖派出所报警点(春风路),,,,,,,,,,,,,,深圳市罗湖区建设局物业监管科,,,,,福田园岭社区保龄球协会,
,深圳市贸易工业局信息中心,深圳市防洪设施管理处福田河管理所,龙岗街道依法治理办公室,,,,南园派出所华强南治安办公室,,,,,,,,,,,,,,深圳市景贝屋村管理处,,,,,福田园岭社区保龄球协会,
,深圳港引航站,深圳市宝安区劳动局,龙岗街道办事处,,,,南园派出所,,,,,,,,,,,,,,深圳市罗湖区体育局,,,,,福田区园岭街道科学技术协会,
